scenarioNo,ImageAll,TextLeft,TextRight,TypeLeft,TypeRight,Lefttype,Righttype,trials_Practice.thisRepN,trials_Practice.thisTrialN,trials_Practice.thisN,trials_Practice.thisIndex,trials_Pre.thisRepN,trials_Pre.thisTrialN,trials_Pre.thisN,trials_Pre.thisIndex,rating_p.response,rating_p.rt,textRight_p.started,textRight_p.stopped,rating.response,rating.rt,textLeft.started,textLeft.stopped,ThankYou.started,ThankYou.stopped,participant,session,date,expName,psychopyVersion,frameRate,
scenario2,scenario_0_EXAMPLE.png,iCub categorizza gli oggetti in base alla loro forma.,iCub preferisce gli oggetti sferici.,M,I,,,0,0,0,0,,,,,0,28.703,30.36186330000055,None,,,,,,,29,001,2021_Nov_23_1004,InStance_GRUPPO_Psychopy,2020.1.3,59.926925107464555,
scenario26,scenario_26.jpg,iCub è deluso che la palla non rimbalzi.,iCub ha un malfunzionamento alla mano.,,,I,M,,,,,0,0,0,12,,,,,100,19.853,62.024087999991025,None,,,29,001,2021_Nov_23_1004,InStance_GRUPPO_Psychopy,2020.1.3,59.926925107464555,
scenario5,scenario_5.jpg,iCub è annoiato.,iCub è in fase di spegnimento.,,,I,M,,,,,0,1,1,2,,,,,100,6.718,81.92437009999412,None,,,29,001,2021_Nov_23_1004,InStance_GRUPPO_Psychopy,2020.1.3,59.926925107464555,
scenario20,scenario_20.jpg,iCub muove la testa verso I maglioni dai colori luminosi.,iCub è sorpreso che ci sia una persona nuova.,,,M,I,,,,,0,2,2,26,,,,,0,15.741,88.69516899999871,None,,,29,001,2021_Nov_23_1004,InStance_GRUPPO_Psychopy,2020.1.3,59.926925107464555,
scenario18,scenario_18.jpg,iCub misura la distanza fra la ragazza e le cuffie.,iCub si aspetta che la ragazza dia in prestito le cuffie.,,,M,I,,,,,0,3,3,9,,,,,0,8.305,104.49317230000452,None,,,29,001,2021_Nov_23_1004,InStance_GRUPPO_Psychopy,2020.1.3,59.926925107464555,
scenario32,scenario_32.jpg,iCub si diverte contando le dita su ciascuna mano.,iCub calibra la posizione della testa con quella della mano.,,,I,M,,,,,0,4,4,16,,,,,100,11.02,112.85196479999286,None,,,29,001,2021_Nov_23_1004,InStance_GRUPPO_Psychopy,2020.1.3,59.926925107464555,
scenario28,scenario_28.jpg,iCub vorrebbe tenere questo cubo.,iCub classifica i cubi in base al colore.,,,I,M,,,,,0,5,5,30,,,,,100,8.585,123.91828149999492,None,,,29,001,2021_Nov_23_1004,InStance_GRUPPO_Psychopy,2020.1.3,59.926925107464555,
scenario14,scenario_14.jpg,iCub registra le città italiane in ordine alfabetico.,iCub preferisce le città italiane.,,,M,I,,,,,0,6,6,23,,,,,0,12.515,132.55650039999455,None,,,29,001,2021_Nov_23_1004,InStance_GRUPPO_Psychopy,2020.1.3,59.926925107464555,
scenario16,scenario_16.jpg,iCub ha deciso di cucinare una torta.,iCub segue le istruzioni della ricetta.,,,I,M,,,,,0,7,7,8,,,,,100,10.534,145.12277180000092,None,,,29,001,2021_Nov_23_1004,InStance_GRUPPO_Psychopy,2020.1.3,59.926925107464555,
scenario11,scenario_11.jpg,iCub calcola il peso delle palle.,iCub vuole giocare con la ragazza.,,,M,I,,,,,0,8,8,5,,,,,100,8.646,155.7014036000037,None,,,29,001,2021_Nov_23_1004,InStance_GRUPPO_Psychopy,2020.1.3,59.926925107464555,
